item_name
Cenovate-N 5 gm Ointments
Ceoxil 125/5 mg/ml 60 Suspension
Ceoxil 250/5 mg/ml 60 Suspension
Ceoxil 500 mg Capsules
Cepadin 125 mg 60 Syrups
Cepadin 250 mg 60 Syrups
Cepadin 250 mg Capsules
Cepadin 500 mg Capsules
Cepaxin 125 mg Suspension
Cepaxin 250 mg Capsules
Cepaxin 250 mg Suspension
Cepaxin 500 mg Capsules
Cepci 250 mg Tablets
Cepci 500 mg Tablets
Ceph-1 1000 mg Injections
Ceph-1 125 Suspension
Ceph-1 250 Suspension
Ceph-1 250 mg Capsules
Ceph-1 500 mg Capsules
Ceph-1 500 mg Injections
Cephagray 1 gm Injections
Cephagray 500 mg Injections
Cephalex 125 mg 60 Syrups
Cephalex 250 mg 60 Syrups
Cephalex 250 mg Capsules
Cephalex 500 mg Capsules
Cephgen-1 1 gm Injections
Cephgen-1 125 mg 60 Suspension
Cephgen-1 250 mg Capsules
Cephgen-1 250 mg Injections
Cephgen-1 500 mg Capsules
Cephgen-1 500 mg Injections
Cephradine 500 mg Capsules
Cephradine 500 mg Injections
Cephride 125 mg Suspension
Cephride 250 mg Capsules
Cephride 250 mg Suspension
Cephride 500 mg Capsules
Cephril 125 mg Suspension
Cephril 250 mg Capsules
Cephril 250 mg Suspension
Cephril 500 mg Capsules
Cephronate 1 gm Injections
Cephronate 250 mg Injections
Cephronate 500 mg Injections
Ceplatin 10 mg 20 ml Injections
Ceplatin 25 mg 50 ml Injections
Ceplatin 50 mg 100 ml Injections
Ceporex 10 ml Drops
Ceporex 125 mg 60 Syrups
Ceporex 250 mg 60 Syrups
Ceporex 250 mg Capsules
Ceporex 500 mg Capsules
Ceporex 500 mg Injections
Cepox 1 gm Injections
Cepox 250 mg Injections
Cepox 500 mg Injections
Ceprazone 0.25 gm Injections
Ceprazone 0.5 gm Injections
Ceprazone 1 gm Injections
Ceptin 1 gm Injections
Ceptin 125 mg 60 Suspension
Ceptin 250 mg 60 Suspension
Ceptin 250 mg Capsules
Ceptin 250 mg Injections
Ceptin 500 mg Capsules
Ceptin 500 mg Injections
Cerebolin 250 mg Injections
Cerebrolysin (Ebewe) 1 ml Injections
Cerebrolysin (Ebewe) 5 ml Injections
Cerelium 2 ml Injections
Cerelium 5 mg Tablets
Ceremin 1 gm 5 ml Injections
Ceremin 120 Syrups
Ceremin 400 mg Tablets
Ceremin 800 mg Tablets
Cerixon 1 gm Injections
Cerixon 250 mg Injections
Cerixon 500 mg Injections
Cerizine 10 mg Tablets
Cerizine 5 mg 5 Syrups
Ceron A 3 miu Injections
Ceron A 5 miu Injections
Cerophene 50 mg Tablets
Cerox 125 mg 60 Suspension
Cerox 250 mg 60 Suspension
Cerox 250 mg Capsules
Cerox 500 mg Capsules
Certican 0.25 mg Tablets
Certican 0.75 mg Tablets
Cesal 125 mg 60 Syrups
Cesal 250 mg Capsules
Cesal 500 mg Capsules
Cestonil 120 Syrups
Cestonil 60 Syrups
Cestonil Plus 60 Syrups
Cestonil Tablets
Cet 10 mg Tablets
Ceta-Medrol 40 mg Injections
Cetaclor 125 mg 60 Suspension
Cetaclor 250 mg 60 Suspension
Cetaclor 250 mg Capsules
Cetaclor 500 mg Capsules
Cetahist 10 mg Tablets
Cetalix 450 Suspension
Cetalix 60 Suspension
Cetazid Tablets
Cetrihit 10 mg Tablets
Cetrin 10 mg Tablets
Cetrix 10 mg Tablets
Cewel 400 mg Tablets
Cexime 400 mg Tablets
Cezen 10 mg Tablets
Cezine 10 mg Tablets
Cezine 60 Syrups
Chantix 0.5 mg Tablets
Chantix 1 gm Tablets
Chase 150 mg Tablets
Chef 1 gm Injections
Chef 500 mg Injections
Chemozide 25 mg Tablets
Chewcal (Sk&F) Tablets
Chewfam 10 mg Tablets
Chewfer 100 mg Tablets
Chloral Hydrate 120 Syrups
Chloramphenicol 1 gm Injections
Chlorax 1 % 3.5 gm Ointments
Chlorax 1 % 5 gm Ointments
Chlormic 15 ml Drops
Chlorofen 60 Suspension
Chlorogen 250 mg Capsules
Chlorogen 60 Suspension
Chlorohist 120 Syrups
Chlorohist 450 Syrups
Chloromax 1 gm Injections
Chloromed 1 gm Injections
Chloromycetin (Parke-Davis) 60 Suspension
Chloromycetin 250 mg Capsules
Chloromycetin 60 Suspension
Chloromycetin Forte (Parke-Davis) 500 mg Capsules
Chloromycetin H.C. (Parke-Davis) 3.5 gm Ointments
Chloroptic 10 ml Solutions
Chloroquine 77.4 mg Tablets
Chlorotil 10 mg Tablets
Chlorotil 250 mg Tablets
Chlorpheniramine 1 ml Injections
Chlorpropamide 250 mg Tablets
Chlortab 4 mg Tablets
Cholescor 20 20 mg Tablets
Cholestor 10 mg Tablets
Cholestor 20 mg Tablets
Cholestor 40 mg Tablets
Chophytol Tablets
Chroncef 1 gm Injections
Chroncef 250 mg Injections
Chroncef 500 mg Injections
Chymocin Tablets
Chymoral Forte Tablets
Chymoral Tablets
Chymotrip Forte Tablets
Cibcos 12 Syrups
Ciblexin 250 mg Capsules
Ciblexin 500 mg Capsules
Ciblexin 60 Syrups
Cibra 20 mg Capsules
Cica Care Sheet
Cicadril 20 gm 20 gm Creams
Cicatrin 10 gm 10 gm Powder
Cid 40 mg Tablets
Cidifen 1 gm 60 Suspension
Cidifen 1 gm Tablets
Cidifen 500 mg Tablets
Cidol 1000 mg Tablets
Cidol 500 mg 30 Syrups
Cidomycin 160 mg Injections
Cidomycin 20 mg Injections
Cidomycin 80 mg Injections
Cili-Cef 100 mg 30 Suspension
Ciloxan 5 ml Drops
Ciloxil 125 mg 60 Suspension
Cimet 400 mg Tablets
Cimet 60 Suspension
Cimetamat 200 mg 2 ml Injections
Cimetamat 200 mg Injections
Cimetamat 200 mg Tablets
Cimetamat 400 mg Tablets
Cimetogen 400 mg Tablets
Cinchocaine 0.5 % 3 ml Injections
Cinclar 250 mg Tablets
Cinclar 500 mg Tablets
Cindex 5 ml Drops
Cingol 10 mg Tablets
Cingol 5 mg Tablets
Cinoflox 250 mg Tablets
Cinoflox 500 mg Tablets
Cinspar 100 mg Tablets
Ciof 200 mg Tablets
Cipacin 250 mg Tablets
Cipacin 500 mg Tablets
Cipamox 10 ml Drops
Cipamox 125 mg 60 Suspension
Cipamox 250 mg Capsules
Cipamox 500 mg Capsules
Cipamox Forte 60 Suspension
Cipcin 250 mg Tablets
Cipex 250 mg Tablets
Cipex 500 mg Tablets
Ciplox 200 mg 100 ml Infusion
Ciplox 250 mg Tablets
Ciplox 500 mg Tablets
Cipocain 5 ml Drops
Cipocaine 5 ml Ear Drops
Cipol 100 mg Capsules
Cipol 25 mg Capsules
Cipol 5 ml Injections
Cipol 50 mg Capsules
Cipol 50 ml Solutions
Cipotic 5 ml Ear Drops
Cipotic D 5 ml Ear Drops
Cipralex 10 mg Tablets
Cipram 20 mg Tablets
Cipramil 20 mg Tablets
Ciprin 125 mg 60 Suspension
Ciprin 250 mg 60 Suspension
Ciprin 250 mg Capsules
Ciprin 250 mg Tablets
Ciprin 500 mg Capsules
Ciprin 500 mg Tablets
Ciprobact 5 ml Drops
Ciprocam 250 mg Capsules
Ciprocam 500 mg Capsules
Ciprocide 250 mg Tablets
Ciprocide 500 mg Tablets
Ciprocin 250 mg Tablets
Ciprocin 500 mg Tablets
Ciprofaz 250 mg Tablets
Ciprofaz 500 mg Tablets
Ciprofena 0.3 % 5 ml Drops
Ciprogen 250 mg Tablets
Ciprogen 500 mg Tablets
Ciproheim 250 mg Tablets
Ciproheim 500 mg Tablets
Ciproheim 750 mg Tablets
Ciprok 100 mg Infusion
Ciprok 200 mg Infusion
Ciprok 250 mg Tablets
Ciprok 500 mg Tablets
Ciprok 750 mg Tablets
Ciprol 250 mg Tablets
Ciprol 500 mg Tablets
Ciprolon 5 ml Solutions
Ciprolonopth. 5 ml Solutions
Cipromed 500 mg Tablets
Ciprong 200 mg 100 ml Injections
Ciprong 200 mg 50 ml Injections
Ciprong 250 mg Tablets
Ciprong 500 mg Tablets
Ciproquine 250 mg Tablets
Ciproquine 500 mg Tablets
Ciproscot 250 mg Tablets
Ciproscot 500 mg Tablets
Ciproscot Xr 500 mg Tablets
Ciprox 250 mg Tablets
Ciprox 500 mg Tablets
Ciprox 750 mg Tablets
Ciproxin 0.1 gm Infusion
Ciproxin 0.2 gm Infusion
Ciproxin 100 mg Tablets
Ciproxin 250 mg Tablets
Ciproxin 500 mg Tablets
Ciprozan 250 mg Tablets
Ciprozan 500 mg Tablets
Ciprozat 250 mg Tablets
Ciprozat 500 mg Tablets
Cipsa 250 mg Tablets
Cipsa 500 mg Tablets
Cipxre 250 mg Tablets
Cipxre 500 mg Tablets
Cironex 10 mg Tablets
Cironex 20 mg Tablets
Cisec 20 mg Capsules
Cisplasol (Pharmacia) 1 mg Injections
Cisplatin (Ebewe) 10 mg Injections
Cisplatin (Ebewe) 50 mg Injections
Cisplatin 50 mg 50 ml Injections
Cistazine 10 mg Tablets
Cistazine 60 Syrups
Citalo 20 mg Tablets
Citalovis 20 mg Tablets
Citamat 200 mg Tablets
Citamat 400 mg Tablets
Citanew 10 mg Tablets
Citaquine 250 mg Tablets
Citaquine Injections
Citarid 20 mg Tablets
Cithrox 250 mg Tablets
Cithrox 500 mg Tablets
Citopram 10 mg Tablets
Citopram 20 mg Tablets
Citopram 40 mg Tablets
Citral 120 Syrups
Citral 450 Syrups
Citralka (Parke-Davis) 120 ml Liquids
Citrfast 5 mg Tablets
Citro-Soda Sachet
Citrol 120 Syrups
Citrol 450 Syrups
Cla 1 gm Tablets
Cla 156 mg 60 Suspension
Cla 375 mg Tablets
Cla 625 mg Tablets
Clacef 1 gm Injections
Clacef 500 mg Injections
Clacin 125 mg 60 Suspension
Clacin 250 mg Tablets
Clacin 500 mg Tablets
Clafax 250 mg Tablets
Clafax 500 mg Tablets
Claforan 0.25 gm Injections
Claforan 0.5 gm Injections
Claforan 1 gm Injections
Claftax 1 gm Injections
Claftax 250 mg Injections
Claftax 500 mg Injections
Clamentin 60 Syrups
Clamentin Tablets
Clamont 250 mg Tablets
Clamont 500 mg Tablets
Clamont Granules
Clamoxin 60 Syrups
Clamoxin Ds Tablets
Clamoxin Suspension
Clamoxin Tablets
Clara 25 ml Drops
Clara 250 mg Tablets
Clara 500 mg Tablets
Clara 60 Suspension
Clarabac 250 mg Tablets
Clarabac 500 mg Tablets
Claracef 125 mg 60 Suspension
Claracef 250 mg Capsules
Claricam 125 mg 60 Syrups
Claricam 250 mg Capsules
Claricin 250 mg Tablets
Clarinase Repe Tablets
Clarinase Repetabs Tablets
Clarion 125 mg 60 Suspension
Clarion 250 mg Tablets
Clarion 500 mg Tablets
Clariscot 125 mg 60 Suspension
Clariscot 250 mg Tablets
Clariscot 500 mg Tablets
Claritek 25 ml Drops
Claritek 250 mg Tablets
Claritek 50 ml Granules
Claritek 500 mg Tablets
Clarith 250 mg Tablets
Clarith 500 mg Tablets
Clarithro 125 mg 60 Syrups
Clarithro 250 mg Tablets
Clarithro 500 mg Tablets
Clarix 10 mg Tablets
Clarix 30 Syrups
Clarocin 125 mg 50 Suspension
Clarocin 250 mg Tablets
Clarocin 500 mg Tablets
Clatz 125 mg 50 Suspension
Clatz 250 mg Tablets
Clatz 500 mg Tablets
Clavox 1000 mg Injections
Clavox 250 mg Injections
Clavox 500 mg Injections
Clazan 250 mg Tablets
Clazan 500 mg Tablets
Clazine 10 mg Tablets
Clefrex 1 gm Injections
Clefrex 250 mg Injections
Clefrex 500 mg Injections
Clenil 250 jet Inhalers
Clenil 250 mg Inhalers
Clenil A Injections
Clenil Compositum 200 puffs Inhalers
Clenil Compositum-A 2 ml Aerosol
Clenil Pulvinal 100 mcg Inhalers
Clenil Pulvinal 200 mcg Inhalers
Clenil Pulvinal 400 mcg Inhalers
Cleocin 2 ml Injections
Cleocin 4 ml Injections
Cleocin 6 ml Injections
Clexane 20 mg Injections
Clexane 40 mg Injections
Clexane 60 mg Injections
Clexane 80 mg Injections
Cliff 1 gm Injections
Cliff 250 mg Injections
Cliff 500 mg Injections
Clifrid 1 gm Injections
Clifrid 250 mg Injections
Climen Tablets
Climox 125 mg 60 Suspension
Climox 250 mg Capsules
Climox 500 mg Capsules
Clinica 40 gm Gels
Clintol 10 mg Tablets
Clinzen 4 mg Vaginal Creams
Clioquinol 3 % 10 gm Creams
Clioquinol-Hydrocortisone 15 gm Creams
Clioquinol-Hydrocortisone 5 gm Creams
Clithor 250 mg 15 g Myitemtype
Clobeadem 5 gm Creams
Clobederm 10 gm Creams
Clobederm 15 gm Ointments
Clobederm 20 ml Lotions
Clobederm Emollient 5 gm Creams
Clobederm Nn 5 gm Ointments
Clobederm S 20 ml Lotions
Clobetrex 10 gm Creams
Clobetrex 10 gm Ointments
Clobetrex 15 gm Creams
Clobetrex 15 gm Ointments
Clobetrex 20 ml Lotions
Clobetrex 5 gm Creams
Clobetrex 5 gm Ointments
Clobetrex-S 20 ml Lotions
Clobevate 10 gm Creams
Clobevate 10 gm Ointments
Clobevate 5 gm Creams
Clobevate 5 gm Ointments
Clocit 50 mg Tablets
Clofenac 50 mg Tablets
Clofenac 75 mg Tablets
Clofer 50 mg Tablets
Clogrel 75 mg Tablets
Clolip 20 mg Tablets
Clomazol 10 gm Creams
Clomazol 20 gm Creams
Clomazol 35 gm Vaginal Creams
Clomazol 500 mg Vaginal Tablets
Clomazole 35 gm Vaginal Tablets
Clomazole 500 mg Vaginal Tablets
Clomedon 50 mg Tablets
Clomfranil 10 mg Tablets
Clomfranil 25 mg Tablets
Clonap 50 mg Tablets
Clonatril 0.5 mg Tablets
Clonatril 2 mg Tablets
Clonil 1 % 10 gm Creams
Clonil 1 % 20 gm Creams
Clonil 500 mg Tablets
Clop 50 mg Tablets
Clopan 10/2 mg/ml Injections
Clopeg 75 mg Tablets
Clopenia 100 mg Injections
Clopenia 50 mg Injections
Clopi 75 mg Tablets
Clopid 75 mg Tablets
Clopivax 75 mg Tablets
Clopixol 100/2 mg/ml Injections
Clopixol Depot 200 mg Injections
Clopixol Depot 200 mg/ml Injections
Cloprel 10 mg Tablets
Cloquin 60 Syrups
Cloramidina 10 ml Drops
Cloramidina 5 gm Ointments
Cloramidina H 5 gm Ointments
Cloree 50 mg Tablets
Clorizole 500 mg Vaginal Tablets
Closerin 250 mg Capsules
Clostil-Begyt. 50 mg Tablets
Clotles 75 mg Tablets
Clotnil 75 mg Tablets
Clotrim 1 % 10 gm Creams
Clotrim 1 % 20 gm Creams
Clotrim 1 % 20 ml Lotions
Clotrima 100 mg Vaginal Tablets
Clotrima 500 mg Vaginal Tablets
Clotrimazole Solutions
Clovag 5 mg Vaginal Tablets
Cloxacillin 250 mg Injections
Cloxazan 125 mg 60 Suspension
Cloxazan 250 mg 60 Suspension
Cloxazan 250 mg Capsules
Cloxazan 500 mg Capsules
Cloxcin 250 mg Capsules
Cloxcin 500 mg Capsules
Clozaril 100 mg Tablets
Clozaril 25 mg Tablets
Clozim 100 mg Vaginal Tablets
Clozim 500 mg Vaginal Tablets
Clozole 100 mg Vaginal Tablets
Clozole 5 gm Creams
Clozole 500 mg Vaginal Tablets
Clozox 10 gm Vaginal Tablets
Clozox 35 gm Creams
Clozox 35 gm Vaginal Tablets
Clozox Tablets
Clycin-T 30 ml Lotions
Clycin-V 40 mg Vaginal Creams
Co-A2a Tablets
Co-Cardiotec Tablets
Co-Cetamol Tablets
Co-Chemzide Tablets
Co-Diovan 80/12.5 mg Tablets
Co-Eas 30 mg 120 Syrups
Co-Eziday Tablets
Co-Mether Capsules
Co-Renitec 10 mg Tablets
Co-Trupril 20 mg Tablets
Co-Zeal 50 mg Tablets
Cobat 50 Suspension
Cobolmin 500 mcg Tablets
Cobolmin 500 ug 1 ml Injections
Cocard 75 mg Tablets
Cocil 120 Syrups
Codacet Tablets
Codamin-P Tablets
Codar 0.5 mg Tablets
Codeine Plus 0.5 mg Tablets
Codogesic Tablets
Codohyst 120 Syrups
Codohyst 450 Syrups
Codohyst 60 Syrups
Cofban-E 120 Syrups
Cofban-P 10 mg 60 Syrups
Cofcina-D 120 Syrups
Cofcina-D 60 Syrups
Cofcol 120 ml Elixir
Cofcol 60 ml Elixir
Cofcol Tablets
Cofex 120 Syrups
Cofrest 120 Syrups
Cofsed 120 Syrups
Cofsonil 100 Syrups
Cofsonil 450 Syrups
Cognex 10 mg Capsules
Cognex 20 mg Capsules
Cognex 30 mg Capsules
Cognex 40 mg Capsules
Colchicine 0.5 mg Tablets
Coldene 60 Syrups
Coldfree Tablets
Coldrex 60 Syrups
Coldrex Tablets
Coldrex-E 120 Syrups
Colenticon 60 ml Gels
Colestocare Capsules
Coliacron Injections
Coliban 135 mg Tablets
Colifagina L3 Sachet
Colitran 50 Suspension
Colitran Tablets
Collergy 30 mg 60 Syrups
Colocard 10 mg Tablets
Colocard 20 mg Tablets
Colofac 135 mg Tablets
Colonil 135 mg Tablets
Colorin 135 mg Tablets
Colospas 135 mg Tablets
Colostin 20 mg Tablets
Colstil-Begyt 50 mg Tablets
Colzine 400 mg Tablets
Comax 400 Suspension
Comax 50 Suspension
Comax Tablets
Combantrin 250 mg 10 Suspension
Combantrin 250 mg Tablets
Combinol-D 120 Syrups
Combinol-E 120 Syrups
Combinol-E Junior 60 Syrups
Combinol-Junior 60 Syrups
Combitrol 5/10 mg Tablets
Combitrol 5/20 mg Tablets
Comet 500 mg Tablets
Comet 850 mg Tablets
Comfam 20 mg Tablets
Compan 550 mg Tablets
Comycetin 0.50 % 10 ml Drops
Conaderm-N 15 gm Powder
Conaz 200 mg Tablets
Conaz 60 ml Lotions
Concid 20 mg Tablets
Concid 40 mg Tablets
Concor 10 mg Tablets
Concor 2.5 mg Tablets
Concor 5 mg Tablets
Conergy Capsules
Conil 120 Syrups
Conil 60 Syrups
Conil Tablets
Conkast 10 mg Tablets
Conkast 5 mg Tablets
Conrat (Macter) 10 mg Tablets
Conrat (Macter) 30 Syrups
Conserve Tablets
Conspic 5 mg Tablets
Conspic 75 mg 15 ml Drops
Consupren 100 mg Capsules
Contimycin 100 mg Capsules
Contour 40 mg Capsules
Contracid 400 mg Tablets
Contractubex 20 gm Gels
Contrathion 200 mg Injections
Controloc 40 mg Tablets
Convul 200 mg Tablets
Coolant-S 120 Suspension
Coolant-S Tablets
Cope 3 mg Tablets
Coq-Care Capsules
Corace 10 mg Tablets
Corace 20 mg Tablets
Corace 5 mg Tablets
Coram 10 mg Tablets
Coram 5 mg Tablets
Corbis 10 mg Tablets
Corbis 2.5 mg Tablets
Corbis 5 mg Tablets
Cordarone (Sanofi) 100 mg Tablets
Cordarone (Sanofi) 150 mg 3 ml Injections
Cordarone (Sanofi) 200 mg Tablets
Cordarone 100 mg Tablets
Cordarone 150/3 mg/ml Injections
Cordarone 200 mg Tablets
Cordium 5 mg Tablets
Corex-D 60 Syrups
Corgard 80 mg Tablets
Corik 50 mg Tablets
Corik H Tablets
Corinor 10 mg Tablets
Corinor 5 mg Tablets
Corlet 20 mg Tablets
Corlet 40 mg Tablets
Cornit 2.6 mg Tablets
Cornit 6.4 mg Tablets
Corsafe 10 mg Tablets
Corsafe 5 mg Tablets
Cortec 10 mg Tablets
Cortec 5 mg Tablets
Cortec Plus Tablets
Cortisporin Eye Oint 3 gm Ointments
Cortival 1 % 10 gm Creams
Cortival 1 % 5 gm Creams
Cortival 2 % 5 gm Creams
Coryton 50 mg Tablets
Cosacort 15 gm Ointments
Cosaderm 15 gm Ointments
Cosartan 50 mg Tablets
Cosmox 125 mg 60 Suspension
Cosmox 250 mg 60 Suspension
Cosmox 500 mg Tablets
Cosome 2 mg 120 Syrups
Cosopt 2 % 5 ml Drops
Cosset 100 mg Vaginal Tablets
Cotecxin 60 mg Tablets
Cotri Dd Tablets
Cotri Tablets
Cotrigen 50 Suspension
Cotrigen Tablets
Cotrimoxazole 120 Syrups
Cotrimoxazole 450 Syrups
Cotrimoxazole 50 Syrups
Cotrimoxazole Tablets
Cough-Flu 120 Syrups
Cough-Flu 60 Syrups
Coughnol 100 Syrups
Coughtin Exp. 120 Syrups
Covatine 50 mg Tablets
Coversyl 2 mg Tablets
Coversyl 4 mg Tablets
Coversyl 8 mg Tablets
Cox-2 100 mg Tablets
Coxibit 15 mg Tablets
Coxlan 15 mg Tablets
Coxlan 7.5 mg Tablets
Coxobid 100 mg Tablets
Cozol 400 Suspension
Cozol 50 Suspension
Cpm Tablets
Cpt Ii 100 mg Injections
Cpzaf 200/100 mg/ml Infusion
Cpzaf 200/50 mg/ml Infusion
Cpzaf 250 mg Tablets
Cpzaf 500 mg Capsules
Cr-10 10 mg Tablets
Cracnil 100 gm Creams
Crafilm 10 mg Tablets
Crafilm 120 Suspension
Crafilm 60 Suspension
Cravit 250 mg Tablets
Cravit 500 mg Injections
Cravit 500 mg Tablets
Cremaffin 120 ml Emulsion
Crometin-A 0.05 % 10 gm Creams
Cromil 4 % 10 ml Drops
Cromog 2 % 5 ml Drops
Cromosol 2 % 5 ml Drops
Cromosol 4 % 10 ml Drops
Cromozil 10 ml Solutions
Crotan 20 gm Creams
Crozyl 10 % 40 gm Gels
Crozyl 5 % 40 gm Gels
Crucir 1 gm Injections
Crucir 500 mg Injections
Ct-Colin 1 gm Injections
Ct-Colin 250 mg Injections
Ctzine 10 mg Tablets
Ctzine 5 mg 60 Syrups
Cufgo Dm Tablets
Cupid 75 mg Tablets
Curacil 25 mg Injections
Curall-A 10 ml Drops
Curazine 250 mg Creams
Curazine 50 mg Creams
Curidoxime 40/5 mg/ml Suspension
Curine 15 ml Eye Drops
Curitol 200 mg 100 ml Infusion
Curitol 200 mg Tablets
Curitol 400 mg Tablets
Curoderm 15 gm Creams
Curoderm 5 gm Creams
Curoderm H 15 gm Creams
Curoderm H 5 gm Creams
Curofam 20 mg Tablets
Curofam 40 mg Tablets
Cutapam 20 mg Tablets
Cutcol (Highnoon) 20 mg Tablets
Cutis 10 gm Creams
Cutis 125 mg Tablets
Cutis-Hc 20 gm Creams
Cutivate 5 gm Creams
Cyanocobalamin 1000 mg Injections
Cyanocobalamin 250 mg Injections
Cyanocobalamin 500 mg Injections
Cyanorin Forte 3 ml Injections
Cycin 100 mg Infusion
Cycin 200 mg Infusion
Cycin 250 mg Tablets
Cycin 500 mg Tablets
Cyclidine 5 mg Tablets
Cyclocort 0.1 % 20 gm Creams
Cyclodex 20 mg Tablets
Cyclofen 50 mg Tablets
Cyclofenac 50 mg Tablets
Cyclofenac 75 mg Injections
Cyclogest 200 mg Pessaries
Cyclogest 400 mg Pessaries
Cyclogyl 1% 15 ml Drops
Cyclomide 1000 mg Injections
Cyclomide 500 mg Injections
Cyclopen 10 ml Eye Drops
Cyclophosphamide 500 mg Injections
Cycloplatin 200 mg Injections
Cycloplatin 50 mg Injections
Cycloz 200 mg Tablets
Cycloz 400 mg Tablets
Cycloz 5 % 10 gm Creams
Cycloz 60 Suspension
Cycloz 800 mg Tablets
Cycloz Injections
Cycloz Oint 5 gm Ointments
Cycloz Opth Oint 5 gm Ointments
Cyconil 20 mg Capsules
Cyflox 250 mg Tablets
Cyforon 1 gm Injections
Cyforon 250 mg Injections
Cyforon 500 mg Injections
Cynocip 250 mg Tablets
Cynodox Dragees
Cynodox Sf 120 Syrups
Cynodox Ysine 120 Syrups
Cynotone 1 ml Injections
Cyrocin 0.1 gm 100 ml Infusion
Cyrocin 250 mg Tablets
Cyrocin 500 mg Tablets
Cystalgon Tablets
Cystrin 5 mg Tablets
Cytacon 120 ml Liquids
Cytamen Compound 3 ml Injections
Cytarabin 100 mg Injections
Cytarabin 500 mg Injections
Cyten 10 mg Tablets
Cytexin 120 ml Liquids
Cytopan 50 mg Tablets
Cytopan 75 mg Tablets
Cytosar (Pharmacia) 100 mg Injections
Cytosar (Pharmacia) 500 mg Injections
Cytotrexate 10 mg Tablets
Cytotrexate 2.5 mg Tablets
Cytrabine 100 mg Injections
D-Blastin Injections
D-Cort 4 mg Injections
D-Done 10 mg Tablets
D-Engrax 4 mg Tablets
D-Histine 10 mg Tablets
D-Rubicin 10 mg Injections
D-Rubicin 50 mg Injections
D-Tone 2 mg Tablets
Dac 200 mg Injections
Dacarbazine 200 mg Injections
Dafenegin Vaginal Tablets
Daflon 500 500 mg Tablets
Daflon 500 mg Tablets
Daisy 10 mg Tablets
Daivonex (Leo) 30 gm Ointments
Daktacort 10 gm Creams
Daktarin 10 gm Creams
Dalacin C (Pharmacia) 150 mg Capsules
Dalacin C (Pharmacia) 300 mg 2 ml Injections
Dalacin C (Pharmacia) 300 mg Capsules
Dalacin C (Pharmacia) 600 mg 4 ml Injections
Dalacin C (Pharmacia) 80 ml Granules
Dalacin T (Pharmacia) 60 ml Lotions
Dalacin V (Pharmacia) 20 gm Vaginal Creams
Damopres 100 mg Tablets
Damopres 25 mg Tablets
Damsy 60 Syrups
Damsy P Tablets
Danaderm 2 % 10 gm Creams
Danafex 10 gm Ointments
Danastin 10 mg Tablets
Danatris 100 mg Capsules
Danatris 200 mg Capsules
Danfree 10 gm Creams
Danocrine (Sanofi) 100 mg Capsules
Danocrine (Sanofi) 200 mg Capsules
Danopram 10 mg Tablets
Danopram 5 mg Tablets
Danoxone 450 Suspension
Danoxone 60 Suspension
Danpro 250 mg Tablets
Danpro 500 mg Tablets
Dansaid 100 mg Tablets
Danseten 1 % 10 gm Creams
Dansone 0.10 % 5 gm Creams
Danstatin Nn 5 mg Ointments
Danstin 10 mg Tablets
Danvid 200 mg Tablets
Danxime 100/5 mg/ml 30 ml Capsules
Danxime 400 mg Capsules
Danzen (Takeda) 5 mg Tablets
Danzen (Takeda) Ds 10 mg Tablets
Danzen 5 mg Tablets
Danzen Ds 10 mg Tablets
Daonil 5 mg Tablets
Dapakan 250 mg 60 Syrups
Dapakan 250 mg Tablets
Dapakan 500 mg Tablets
Daragon 60 Suspension
Daragon Tablets
Dardum 1 gm Injections
Dardum 500 mg Injections
Darrow`S 1000 ml Solutions
Darrow`S 500 ml Solutions
Darrow`S Sol 500 ml Solutions
Darvin Tablets
Darwocet Tablets
Darwocit Tablets
Daunoblastina (Pharmacia) 20 mg Injections
Daunocin 20 mg Injections
Davenol 90 ml Linctus
Davizole-V 2 % 35 gm Creams
Dawn 2 mg Tablets
Dayalets Tablets
Daycor 120 Syrups
Daypro 600 mg Tablets
Dayzone 1 gm Injections
Dayzone 250 mg Injections
Db-Zide 80 mg Tablets
Dc Cap 100 mg Capsules
Dcold 60 Syrups
Dcold Tablets
De-Calc Plus Tablets
De-Calc Tablets
De-Sone 60 ml Lotions
Deacid 120 Suspension
Deacid Tablets
Deanxit Tablets
Debect 500 mg Capsules
Debect 60 Suspension
Debect 8 ml Drops
Debridat 100 mg Tablets
Debridat 120 Suspension
Debridat 200 mg Tablets
Debritone 60 ml Elixir
Deca-Durabolin 100 mg Injections
Deca-Durabolin 25 mg Injections
Deca-Durabolin 50 mg Injections
Decadron 4 mg Injections
Decapeptyl (Ferring) 0.1 mg Injections
Decon-A 15 ml Drops
Dectil 50 50 mg Tablets
Deebar 10 mg Tablets
Deebar 60 ml Solutions
Deechloride 120 Syrups
Deechloride 450 Syrups
Deechloride 60 Syrups
Deflam 50 mg Tablets
Dekof Tablets
Dekomycin 100 mg Capsules
Delax 5 mg Tablets
Delcef 125 mg 60 Suspension
Delcef 250 mg 60 Suspension
Delcef 250 mg Capsules
Delcef 500 mg Capsules
Deldoxin (Pharmacia) 2 mg 10 ml Injections
Deldoxin (Pharmacia) 2 mg 25 ml Injections
Deldoxin (Pharmacia) 2 mg 5 ml Injections
Delfenac 50 mg Tablets
Delip 10 mg Tablets
Delip 20 mg Tablets
Delmic Ds Tablets
Delmic Suspension
Delmic Tablets
Delmol 15 ml Drops
Delmol 500 mg Tablets
Delmol 60 Suspension
Delmol Cf Tablets
